Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2021-01-04,209.273193359375,214.3778841276913,206.50454155195453,213.926055126652,37130100
2021-01-05,209.47503662109375,210.07107471127767,207.36010108090161,208.85978237905934,23823000
2021-01-06,204.04351806640625,208.11958702963867,203.74550632342644,203.9666094442147,35930700
2021-01-07,209.84994506835938,210.8593503984707,205.44704085761094,205.76426870218953,27694500
2021-01-08,211.12855529785156,212.05144408339618,208.63869919547895,210.2248973348111,22956200
2021-01-11,209.08090209960938,210.4459970034863,208.35027759554967,210.02300695772928,23031300
2021-01-12,206.619873046875,208.70598440512015,205.0721366662714,208.12917712293333,23249300
2021-01-13,207.97537231445312,208.37913156857348,205.65854964000155,205.74508100567118,20087100
2021-01-14,204.78372192382812,209.0520545079318,204.51454911841776,207.5619813337417,29480800
2021-01-15,204.4280242919922,206.21610922436778,203.83200087080638,205.26439629941862,31746500
2021-01-19,208.0714874267578,208.59060221597767,204.40880100018782,205.48549221860986,30480900
2021-01-20,215.6660614013672,217.05999532298677,208.88864134315253,209.28279252622593,37777300
2021-01-21,216.2716522216797,217.55023021829834,213.82024372196176,216.01208752507486,30709400
2021-01-22,217.2137908935547,221.17450381399632,217.06959641111914,218.30010489062968,30172700
2021-01-25,220.65536499023438,220.89569889665592,215.55067516485178,220.26121386318684,33152100
2021-01-26,223.34710693359375,225.12556903391163,221.184101782989,222.8952780175176,49169600
2021-01-27,223.89508056640625,231.1435600205835,221.2417992926183,228.79789854562574,69870600
2021-01-28,229.69190979003906,233.25847135017926,226.00038457564827,226.50028319910243,49111200
2021-01-29,222.9914093017578,228.8171006142389,222.40499400670646,226.86559054537324,42503100
2021-02-01,230.3840789794922,233.1238914058092,223.44323452371898,225.97155193690466,33314200
2021-02-02,230.24951171875,232.94125465334326,229.46122406057862,231.9703108623903,25916300
2021-02-03,233.60455322265625,235.61374112697695,230.00915276059507,230.30717912149223,27158100
2021-02-04,232.65284729003906,233.8353007616422,231.0762573300535,233.27772429583018,25296100
2021-02-05,232.83551025390625,233.87375459980734,231.12433383255606,232.86434915222415,18054800
2021-02-08,233.0950469970703,234.2582548729624,231.4992263607579,233.7487481721473,22211900
2021-02-09,234.34475708007812,235.2964698294735,232.04716584008827,232.5182108433032,23565000
2021-02-10,233.43154907226562,236.41168103490142,231.57616348500238,235.52725392328455,22186700
